,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,listing_per_host,availability_365,distance,last_review
21212,48823279,Manhattan,East Harlem,Private room,125,3,2,0.32,1,238,6364.82508539254,8
21213,129222253,Bronx,Williamsbridge,Entire home/apt,280,2,32,3.09,3,344,6354.723003270723,5
21214,38886949,Manhattan,Upper West Side,Private room,70,1,1,0.04,2,0,6365.462382449573,795
21215,135932425,Manhattan,Washington Heights,Private room,50,1,1,0.04,1,0,6358.727958628,714
21216,2214774,Manhattan,West Village,Entire home/apt,1899,7,18,0.28,1,0,6373.496058172063,1368
21217,35667639,Manhattan,Stuyvesant Town,Private room,175,1,6,0.19,1,180,6373.0747179288255,777
21218,99695025,Brooklyn,Williamsburg,Entire home/apt,121,2,1,0.2,1,0,6374.463504398086,148
21219,94049573,Manhattan,East Harlem,Private room,75,1,16,4.8,1,199,6363.264541921996,7
21220,22808020,Brooklyn,Bushwick,Entire home/apt,70,7,1,0.03,1,0,6375.425751409032,1063
21221,11845677,Brooklyn,Clinton Hill,Entire home/apt,160,2,97,3.0,1,68,6377.817750931797,3
21222,2134232,Manhattan,Tribeca,Private room,100,1,15,0.34,2,0,6375.13661317225,760
21223,117922187,Manhattan,Roosevelt Island,Private room,150,1,0,1.3770742181764792,1,88,6368.775674689673,6762
21224,46332983,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,26,1.82,1,22,6377.227215334438,25
21225,48370995,Manhattan,NoHo,Entire home/apt,100,1,8,0.19,1,0,6373.944652079966,965
21226,13400096,Brooklyn,Crown Heights,Private room,37,10,6,0.14,3,0,6377.961771939476,269
21227,99556266,Manhattan,East Harlem,Private room,120,2,37,1.33,2,304,6364.681974795646,339
21228,25767215,Brooklyn,Crown Heights,Private room,99,1,9,1.18,1,249,6377.952206655742,19
21229,23949144,Brooklyn,Williamsburg,Entire home/apt,300,2,6,0.38,1,0,6373.605270653288,430
21230,174570,Brooklyn,Crown Heights,Entire home/apt,65,4,1,0.03,1,0,6378.205343271592,1142
21231,38249006,Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,4,14,2.07,1,17,6377.044298556962,11
21232,137358866,Queens,Elmhurst,Private room,41,30,2,0.76,103,268,6370.165823990703,41
21233,13608839,Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,2,0,1.3770742181764792,1,0,6376.015497690476,6762
21234,19007308,Manhattan,Harlem,Entire home/apt,155,5,22,0.44,1,362,6362.433762262026,59
21235,151831356,Manhattan,Midtown,Entire home/apt,199,1,0,1.3770742181764792,1,14,6371.659513042961,6762
21236,26656760,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,4,10,0.4,1,0,6376.05877958599,41
21237,1409854,Manhattan,Upper East Side,Private room,150,25,2,0.04,1,110,6367.9931784703795,440
21238,10972769,Manhattan,SoHo,Entire home/apt,250,2,5,0.26,1,0,6374.4310275025155,337
21239,3490622,Manhattan,Flatiron District,Entire home/apt,200,5,1,0.03,1,0,6372.1193745233895,1071
21240,19953913,Manhattan,Hell's Kitchen,Private room,120,2,17,0.43,1,0,6370.1620403480065,801
21241,5696628,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,17,0.23,2,23,6377.0509166031225,68
21242,3538684,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,28,37,1.56,1,70,6376.83183446537,17
21243,154965091,Manhattan,Hell's Kitchen,Private room,125,2,29,2.03,4,43,6369.217179468234,16
21244,211549023,Manhattan,Midtown,Entire home/apt,240,2,11,1.89,13,258,6371.587523771253,21
21245,253227041,Brooklyn,Crown Heights,Entire home/apt,150,3,11,5.16,1,142,6378.085963322776,7
21246,44753370,Brooklyn,Bushwick,Private room,50,6,1,0.1,1,0,6374.303141946522,295
21247,23224059,Manhattan,Hell's Kitchen,Entire home/apt,175,4,19,0.43,1,343,6369.921788041771,39
21248,183423525,Manhattan,Upper West Side,Private room,65,30,1,1.0,4,211,6365.143702101235,8
21249,3436710,Manhattan,East Village,Private room,120,1,18,1.22,2,28,6373.739160843018,24
21250,184472924,Brooklyn,East New York,Entire home/apt,140,2,7,2.63,1,157,6378.223237477751,29
21251,87494,Manhattan,Washington Heights,Private room,70,2,2,0.04,1,0,6361.144942252625,1412
21252,12516367,Brooklyn,Red Hook,Entire home/apt,134,2,157,2.45,1,264,6379.186212907659,13
21253,226410657,Brooklyn,Bedford-Stuyvesant,Private room,42,30,0,1.3770742181764792,27,250,6376.461850186294,6762
21254,836168,Manhattan,Upper West Side,Entire home/apt,1000,30,44,0.53,11,364,6368.663491814737,1379
21255,619942,Brooklyn,Cypress Hills,Private room,42,30,46,1.97,6,202,6374.936336416258,9
21256,48723117,Brooklyn,Williamsburg,Private room,79,4,0,1.3770742181764792,1,0,6374.4694086365125,6762
21257,261953214,Queens,Jamaica Estates,Entire home/apt,280,1,0,1.3770742181764792,1,330,6369.764469166217,6762
21258,14990573,Manhattan,Battery Park City,Entire home/apt,200,1,46,0.74,1,0,6376.1524145217445,624
21259,866089,Manhattan,Little Italy,Entire home/apt,250,3,0,1.3770742181764792,3,0,6374.751786796655,6762
21260,104623425,Brooklyn,Williamsburg,Private room,60,3,1,0.06,1,0,6374.849668808443,497
21261,29241227,Brooklyn,Kensington,Entire home/apt,57,3,94,5.4,2,69,6382.001050577622,6
21262,177536,Brooklyn,Bushwick,Private room,50,2,47,0.94,1,37,6374.156467412957,19
21263,95108020,Manhattan,Chelsea,Private room,190,4,37,2.68,1,28,6371.850140977535,8
21264,873273,Manhattan,Washington Heights,Private room,85,2,211,2.63,2,339,6360.054911116999,6
21265,1312063,Manhattan,SoHo,Private room,200,1,1,1.0,1,203,6374.249112701145,7
21266,79648088,Queens,Sunnyside,Private room,50,1,78,2.21,1,218,6369.839436166894,12
21267,40025069,Queens,Belle Harbor,Entire home/apt,97,2,2,2.0,1,52,6386.279194959828,8
21268,142286413,Manhattan,Hell's Kitchen,Entire home/apt,225,3,104,4.79,1,34,6369.6815904130835,8
21269,219517861,Manhattan,Financial District,Entire home/apt,230,2,2,1.5,327,319,6376.534505070959,14
21270,20780421,Queens,Ditmars Steinway,Private room,49,7,10,0.55,1,0,6366.916340920181,37
21271,251638751,Brooklyn,Park Slope,Entire home/apt,120,1,5,2.42,1,8,6378.454912446939,17
21272,174584122,Manhattan,Two Bridges,Entire home/apt,68,3,64,3.92,1,13,6375.571964874921,49
21273,46801421,Queens,Astoria,Entire home/apt,120,3,11,0.48,1,6,6367.353665912942,188
21274,264621546,Manhattan,East Village,Entire home/apt,400,2,0,1.3770742181764792,1,90,6373.3093908920055,6762
21275,46579560,Manhattan,Upper East Side,Entire home/apt,130,5,0,1.3770742181764792,1,0,6367.408322222601,6762
21276,146677115,Queens,Astoria,Entire home/apt,250,3,3,0.16,1,1,6368.046846614541,552
21277,1038989,Brooklyn,Williamsburg,Private room,120,2,3,0.14,2,0,6374.367968374629,631
21278,133773191,Brooklyn,Greenpoint,Private room,43,2,153,6.59,1,14,6372.700499048287,16
21279,117945802,Brooklyn,East Flatbush,Entire home/apt,88,2,11,0.39,1,0,6381.575436042108,708
21280,4428757,Brooklyn,Crown Heights,Private room,50,6,24,0.54,1,0,6377.7622111458495,421
21281,801975,Brooklyn,Crown Heights,Entire home/apt,175,3,38,1.93,2,357,6377.894913751749,41
21282,49561278,Manhattan,Lower East Side,Entire home/apt,110,4,1,0.02,1,0,6374.810262324597,1283
21283,228608906,Staten Island,Arrochar,Private room,65,1,1,0.16,2,362,6390.236874834793,188
21284,195691349,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,95,7.94,3,243,6377.675803284908,1
21285,222430446,Manhattan,East Village,Private room,89,1,48,5.83,2,7,6374.1078850129725,3
21286,14413778,Manhattan,Nolita,Entire home/apt,800,3,0,1.3770742181764792,2,0,6374.293363441195,6762
21287,26597048,Manhattan,Harlem,Entire home/apt,117,3,126,3.91,2,66,6364.309094918075,3
21288,432318,Brooklyn,Kensington,Entire home/apt,85,7,3,0.14,1,0,6382.368614321906,187
21289,1524602,Brooklyn,Williamsburg,Private room,48,90,0,1.3770742181764792,1,358,6373.675492901462,6762
21290,187544628,Manhattan,Hell's Kitchen,Entire home/apt,390,3,1,1.0,1,5,6370.238422719854,16
21291,57069428,Brooklyn,Williamsburg,Private room,50,1,0,1.3770742181764792,1,0,6374.055808343661,6762
21292,2939479,Manhattan,Upper East Side,Private room,125,3,2,0.32,1,23,6367.749431503768,7
21293,5071632,Brooklyn,Borough Park,Entire home/apt,81,3,47,1.06,1,287,6384.901630744739,102
21294,28929752,Brooklyn,Park Slope,Entire home/apt,115,3,4,0.23,1,0,6378.745909937472,414
21295,308068,Manhattan,Harlem,Entire home/apt,68,3,2,0.09,1,0,6364.932146780021,671
21296,86181642,Queens,Astoria,Entire home/apt,150,1,5,2.38,1,24,6367.300967025188,22
21297,73676969,Bronx,Williamsbridge,Private room,56,2,4,3.24,3,70,6354.338694832902,18
21298,149579965,Queens,Ozone Park,Private room,60,2,35,2.17,1,205,6374.046539096985,6
21299,2206491,Brooklyn,Williamsburg,Entire home/apt,110,5,0,1.3770742181764792,1,303,6374.1347813763805,6762
21300,105699183,Manhattan,Harlem,Entire home/apt,65,6,2,0.13,2,9,6362.118054228422,186
21301,121767590,Manhattan,East Village,Entire home/apt,315,2,0,1.3770742181764792,1,55,6373.426142014957,6762
21302,174496733,Bronx,Clason Point,Entire home/apt,379,3,0,1.3770742181764792,1,167,6361.85298982684,6762
21303,61391963,Manhattan,Upper East Side,Entire home/apt,117,30,7,0.22,91,312,6369.473905006267,38
21304,2480939,Brooklyn,Williamsburg,Private room,90,1,194,3.81,3,229,6373.779575392815,3
21305,8687478,Manhattan,Harlem,Entire home/apt,180,5,1,0.05,1,0,6362.44382950766,552
21306,24297041,Brooklyn,Williamsburg,Entire home/apt,150,1,0,1.3770742181764792,1,0,6374.6032790603895,6762
21307,9311147,Manhattan,Harlem,Private room,49,1,0,1.3770742181764792,1,0,6362.3405731184375,6762
21308,37555641,Brooklyn,Bedford-Stuyvesant,Shared room,40,1,31,0.91,1,0,6376.148286878632,918
21309,3005203,Brooklyn,Williamsburg,Entire home/apt,295,2,1,1.0,3,337,6373.612249600585,30
21310,1918272,Brooklyn,Williamsburg,Entire home/apt,160,5,1,0.16,1,305,6373.983334036008,188
21311,417504,Brooklyn,Greenpoint,Entire home/apt,199,3,23,0.26,28,81,6371.662679092844,76
21312,238321374,Manhattan,Upper West Side,Private room,60,30,0,1.3770742181764792,32,311,6365.228839272762,6762
21313,27527984,Brooklyn,Bushwick,Private room,66,1,2,0.09,1,0,6374.997688188552,638
21314,50240612,Manhattan,Midtown,Entire home/apt,375,1,7,1.1,1,0,6371.327483635071,6
21315,25001808,Brooklyn,South Slope,Entire home/apt,150,3,73,1.34,1,120,6380.786022704738,20
21316,164519659,Brooklyn,Bushwick,Private room,35,1,6,0.37,1,0,6374.746656225877,443
21317,26877037,Brooklyn,Sheepshead Bay,Private room,138,1,1,0.14,2,269,6386.583177715744,216
21318,10746551,Manhattan,Upper West Side,Entire home/apt,153,30,0,1.3770742181764792,1,38,6367.693911391359,6762
21319,70082582,Manhattan,Chinatown,Entire home/apt,120,5,0,1.3770742181764792,1,27,6374.801588374445,6762
21320,174797199,Manhattan,Lower East Side,Entire home/apt,99,1,11,1.46,1,0,6374.239246621954,167
21321,8119817,Brooklyn,Williamsburg,Private room,115,2,0,1.3770742181764792,2,121,6373.4933834562025,6762
21322,226406882,Brooklyn,East Flatbush,Private room,75,1,0,1.3770742181764792,3,364,6379.330025005074,6762
21323,222236294,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,33,4.65,1,246,6376.885530003637,5
21324,13270888,Queens,Astoria,Private room,65,4,28,0.74,1,0,6367.6235006937295,206
21325,11661027,Brooklyn,Greenpoint,Entire home/apt,240,2,16,0.57,1,302,6372.986016101787,64
21326,1409706,Brooklyn,Fort Greene,Private room,130,6,1,1.0,2,29,6377.4876004518355,6
21327,44837740,Manhattan,Theater District,Entire home/apt,2000,1,3,0.07,1,0,6370.681954935376,609
21328,11457159,Manhattan,Upper East Side,Entire home/apt,130,1,2,0.09,1,0,6366.755353185083,621
21329,18950563,Manhattan,Washington Heights,Entire home/apt,75,20,2,0.04,1,100,6359.000290593325,50
21330,11589542,Brooklyn,Greenpoint,Private room,135,2,2,0.09,1,0,6373.237078177496,631
21331,107434423,Manhattan,West Village,Entire home/apt,396,30,0,1.3770742181764792,232,163,6373.767314171029,6762
21332,31629237,Brooklyn,Williamsburg,Entire home/apt,150,3,0,1.3770742181764792,1,0,6374.0414311328805,6762
21333,191338162,Bronx,Allerton,Entire home/apt,142,2,31,2.5,5,312,6356.2945741504345,7
21334,9028424,Brooklyn,Brooklyn Heights,Entire home/apt,140,7,1,0.05,1,8,6377.220668241969,552
21335,15347665,Manhattan,Harlem,Entire home/apt,160,29,0,1.3770742181764792,1,0,6362.907406171513,6762
21336,48638439,Queens,Springfield Gardens,Entire home/apt,200,3,23,1.18,2,357,6375.404316347204,36
21337,120762452,Manhattan,Murray Hill,Entire home/apt,175,30,5,0.21,50,147,6371.036663810175,217
21338,13583715,Manhattan,Upper East Side,Entire home/apt,165,30,4,0.29,1,203,6367.659846220597,376
21339,228900167,Queens,Long Island City,Entire home/apt,200,1,29,4.86,1,148,6370.131985862553,21
21340,4302160,Brooklyn,Fort Greene,Entire home/apt,200,1,0,1.3770742181764792,1,12,6377.767129698144,6762
21341,23500650,Manhattan,West Village,Entire home/apt,200,1,0,1.3770742181764792,1,0,6372.908942805422,6762
21342,18280205,Brooklyn,Williamsburg,Entire home/apt,200,2,32,1.25,1,8,6374.220698485606,22
21343,5644215,Brooklyn,Greenpoint,Private room,152,5,13,0.17,1,241,6372.605845147126,187
21344,69546339,Brooklyn,Bushwick,Private room,41,6,2,0.11,2,0,6374.627949229366,424
21345,204915695,Brooklyn,Sunset Park,Private room,50,3,0,1.3770742181764792,2,158,6383.641401908436,6762
21346,9973967,Manhattan,East Village,Entire home/apt,310,2,78,5.49,1,169,6373.808955427026,15
21347,265662009,Manhattan,Upper East Side,Entire home/apt,250,14,0,1.3770742181764792,3,344,6368.713388155148,6762
21348,253978780,Manhattan,Midtown,Entire home/apt,150,12,4,1.38,1,118,6370.567380698131,46
21349,61524764,Manhattan,Upper East Side,Entire home/apt,199,1,20,5.17,1,49,6368.702576304696,3
21350,2461535,Brooklyn,Fort Greene,Entire home/apt,400,2,120,2.05,1,300,6377.278039171827,15
21351,27708645,Brooklyn,Bedford-Stuyvesant,Private room,65,3,3,0.07,1,342,6377.675819263564,1364
21352,261632622,Manhattan,Theater District,Private room,100,1,0,1.3770742181764792,9,307,6370.537448942832,6762
21353,32446721,Queens,Corona,Shared room,37,1,18,0.75,6,365,6368.368106805296,5
21354,43809903,Manhattan,Upper West Side,Private room,70,2,11,1.07,4,4,6365.2472350236385,189
21355,32441059,Queens,Astoria,Entire home/apt,70,2,13,0.28,1,159,6367.784880657671,178
21356,160899890,Brooklyn,Midwood,Private room,35,1,2,0.11,1,0,6384.78070277568,552
21357,16572955,Brooklyn,Canarsie,Entire home/apt,90,2,112,1.96,1,349,6380.683300425429,22
21358,26271616,Manhattan,Upper West Side,Private room,98,2,1,0.02,2,0,6365.1949840979905,1296
21359,245314318,Manhattan,Upper West Side,Private room,280,1,0,1.3770742181764792,10,275,6367.749882051186,6762
21360,22572797,Manhattan,East Village,Entire home/apt,180,1,146,3.14,1,270,6373.718174434137,19
21361,72517332,Bronx,Kingsbridge,Entire home/apt,399,2,25,1.79,1,356,6354.7117759668945,29
21362,35645017,Manhattan,East Harlem,Private room,85,1,6,0.53,1,0,6365.409340583419,315
21363,64065593,Manhattan,Midtown,Private room,198,2,23,0.75,13,329,6370.6695832109435,76
21364,137264725,Manhattan,Lower East Side,Private room,70,1,117,4.74,4,249,6375.384411381439,13
21365,3118776,Queens,Long Island City,Private room,48,5,52,2.17,1,8,6368.400209780269,14
21366,30283594,Manhattan,Hell's Kitchen,Entire home/apt,499,30,0,1.3770742181764792,121,185,6370.270339445402,6762
21367,656798,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,152,3.01,1,274,6377.166132343355,14
21368,75739500,Brooklyn,DUMBO,Private room,100,3,23,0.63,1,0,6376.091982394618,814
21369,22463377,Manhattan,Murray Hill,Private room,120,1,52,4.26,3,40,6371.145307579493,4
21370,4077292,Brooklyn,Bushwick,Private room,65,3,0,1.3770742181764792,2,364,6374.908958758902,6762
21371,3258630,Brooklyn,Williamsburg,Private room,80,1,6,0.24,1,0,6373.752333252527,351
21372,106949780,Manhattan,Theater District,Entire home/apt,145,2,5,0.16,1,0,6370.659778969001,607
21373,217251106,Brooklyn,Williamsburg,Private room,70,4,1,0.21,1,156,6374.560112394585,143
21374,4955499,Queens,Rockaway Beach,Entire home/apt,200,1,4,1.12,1,124,6384.6231005859045,71
21375,153434419,Manhattan,Harlem,Private room,95,5,0,1.3770742181764792,3,265,6363.388599788927,6762
21376,24000784,Brooklyn,Sunset Park,Private room,45,1,5,0.57,4,32,6383.0478014094215,52
21377,23121862,Manhattan,Midtown,Shared room,165,4,0,1.3770742181764792,1,12,6369.848300723157,6762
21378,123483050,Queens,Elmhurst,Private room,85,1,92,3.7,3,166,6368.897089657247,18
21379,4282318,Brooklyn,Flatbush,Private room,55,1,151,2.37,2,135,6380.755347257497,15
21380,6032380,Brooklyn,East Flatbush,Entire home/apt,80,2,22,1.77,1,0,6382.630376728072,106
21381,13669059,Manhattan,East Village,Entire home/apt,250,4,14,0.58,1,16,6373.997505302757,45
21382,56265076,Queens,Kew Gardens Hills,Private room,50,7,0,1.3770742181764792,2,0,6370.012512790112,6762
21383,137302318,Queens,Long Island City,Entire home/apt,93,1,185,7.64,2,73,6369.323789568286,15
21384,12345174,Brooklyn,Williamsburg,Private room,146,2,14,0.62,1,0,6373.92065939178,253
21385,158314625,Brooklyn,Bedford-Stuyvesant,Private room,70,1,1,0.14,2,0,6376.114969226371,212
21386,31250542,Manhattan,Financial District,Entire home/apt,100,2,1,0.03,1,0,6376.341670920927,1080
21387,3660628,Manhattan,Upper West Side,Private room,105,4,0,1.3770742181764792,1,0,6369.1908011511705,6762
21388,109583232,Queens,Long Island City,Entire home/apt,150,13,4,0.64,1,121,6370.062634836336,157
21389,155924492,Queens,Long Island City,Entire home/apt,285,2,30,2.54,1,172,6369.666133015251,22
21390,192951036,Manhattan,West Village,Private room,209,1,40,3.09,10,247,6373.9244563451375,7
21391,237729032,Brooklyn,East New York,Private room,60,3,0,1.3770742181764792,2,365,6376.205338218038,6762
21392,52237758,Manhattan,Chelsea,Entire home/apt,155,2,1,0.03,1,0,6372.466864294416,1106
21393,1029021,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,21,0.23,3,43,6376.262754136924,14
21394,103611863,Brooklyn,Gravesend,Private room,40,2,7,0.22,1,318,6387.029466603682,185
21395,16664377,Manhattan,Lower East Side,Private room,75,1,6,2.02,3,155,6374.626882769946,37
21396,5976443,Brooklyn,Williamsburg,Entire home/apt,150,2,6,6.0,1,137,6374.774241464242,2
21397,14892784,Manhattan,Midtown,Private room,100,1,20,4.29,1,7,6369.667685575939,22
21398,20398684,Manhattan,Midtown,Entire home/apt,120,2,6,0.62,1,0,6370.74762747959,84
21399,211549023,Manhattan,Midtown,Entire home/apt,220,2,15,2.47,13,286,6371.453445836745,31
21400,66734502,Queens,Astoria,Private room,55,3,3,0.08,2,0,6368.2682860462855,1048
21401,217652530,Queens,Jamaica,Private room,125,1,2,0.32,4,253,6374.256296337365,86
21402,105444832,Queens,Woodhaven,Private room,35,9,0,1.3770742181764792,1,246,6374.39599936778,6762
21403,44398705,Brooklyn,Bedford-Stuyvesant,Private room,52,4,3,0.35,2,157,6376.285730046981,63
21404,14923355,Manhattan,Chelsea,Entire home/apt,200,3,7,0.13,1,0,6372.13752746607,726
21405,234214434,Brooklyn,Bushwick,Private room,68,30,0,1.3770742181764792,4,191,6375.049084492466,6762
21406,11950557,Manhattan,Harlem,Entire home/apt,135,2,232,4.01,1,192,6364.267890439769,15
21407,21894419,Manhattan,Financial District,Entire home/apt,408,2,3,0.85,2,106,6376.023227413535,15
21408,50068597,Staten Island,Stapleton,Private room,52,2,137,3.17,3,340,6385.723998670534,7
21409,268784513,Queens,East Elmhurst,Private room,70,1,8,8.0,3,342,6367.644043758921,1
21410,61938683,Manhattan,Upper West Side,Entire home/apt,350,7,0,1.3770742181764792,1,0,6367.255240974926,6762
21411,7761295,Manhattan,Gramercy,Private room,85,2,0,1.3770742181764792,1,12,6372.439078941993,6762
21412,104273977,Manhattan,Lower East Side,Private room,109,1,1,0.06,3,0,6374.307282035823,505
21413,170294800,Queens,Long Island City,Private room,68,1,23,1.33,1,298,6369.637150418697,21
21414,263113162,Manhattan,Harlem,Entire home/apt,120,30,0,1.3770742181764792,1,94,6361.907589691517,6762
21415,8245652,Brooklyn,Bushwick,Entire home/apt,120,2,6,0.77,2,0,6374.94989525783,106
21416,100757200,Brooklyn,Bay Ridge,Entire home/apt,126,1,188,5.81,1,295,6384.458512794399,14
21417,6182854,Brooklyn,Clinton Hill,Entire home/apt,380,3,5,0.11,1,0,6377.619260943682,953
21418,33214549,Manhattan,East Village,Entire home/apt,369,1,10,3.75,5,97,6373.59530461005,12
21419,177562935,Manhattan,Harlem,Private room,147,1,3,0.3,2,57,6363.567389227925,77
21420,21410914,Manhattan,Morningside Heights,Private room,200,3,30,1.84,6,1,6363.914699601141,28
21421,27922078,Brooklyn,Crown Heights,Entire home/apt,65,3,7,0.77,1,0,6378.106723578967,162
21422,42226482,Bronx,Williamsbridge,Entire home/apt,80,30,0,1.3770742181764792,1,0,6354.668149783714,6762
21423,33064599,Manhattan,Upper West Side,Private room,59,1,26,0.68,6,326,6365.258000231443,80
21424,8797100,Manhattan,Chelsea,Entire home/apt,235,4,107,2.98,1,27,6372.147201734504,15
21425,95642648,Manhattan,Lower East Side,Shared room,147,3,9,1.32,2,0,6374.46013476364,12
21426,110825940,Manhattan,Midtown,Entire home/apt,199,2,0,1.3770742181764792,1,0,6371.730403067772,6762
21427,16608415,Brooklyn,East New York,Private room,25,1,25,3.61,3,211,6377.653194340815,12
21428,119828457,Brooklyn,Bushwick,Private room,55,3,55,3.4,4,329,6375.760223024631,15
21429,2244813,Manhattan,East Village,Entire home/apt,250,31,1,0.11,1,156,6373.638313981202,274
21430,5340329,Queens,Sunnyside,Shared room,72,2,0,1.3770742181764792,2,0,6370.17069575174,6762
21431,79534925,Manhattan,Upper East Side,Private room,65,4,10,0.46,1,0,6367.564030987734,583
21432,4113132,Queens,Elmhurst,Private room,45,3,49,0.77,3,307,6369.575069735796,74
21433,132706680,Brooklyn,East New York,Entire home/apt,120,2,55,2.89,1,86,6377.058688179543,12
21434,8198,Brooklyn,Park Slope,Entire home/apt,150,5,52,0.5,1,18,6378.495705780559,33
21435,17558599,Brooklyn,Prospect Heights,Entire home/apt,150,2,4,0.98,1,5,6378.430147628259,28
21436,60501531,Bronx,Spuyten Duyvil,Entire home/apt,79,186,7,0.18,1,365,6355.680330225062,1073
21437,224900182,Queens,Flushing,Private room,55,1,29,3.87,1,362,6366.057935005731,15
21438,10558287,Manhattan,Kips Bay,Entire home/apt,199,10,0,1.3770742181764792,1,0,6371.733253656111,6762
21439,4894044,Brooklyn,Crown Heights,Private room,100,1,28,1.92,1,88,6379.394709788312,14
21440,21228368,Queens,Forest Hills,Entire home/apt,180,2,105,1.8,5,190,6371.688261139397,13
21441,86327101,Brooklyn,Bedford-Stuyvesant,Private room,0,1,95,4.35,6,222,6376.565591115194,15
21442,61391963,Manhattan,Midtown,Entire home/apt,133,30,7,0.22,91,127,6370.129892021818,282
21443,1556712,Brooklyn,Greenpoint,Entire home/apt,190,3,32,0.6,1,265,6372.406302844075,34
21444,157896836,Brooklyn,Greenpoint,Private room,48,1,1,0.2,1,0,6373.363056287367,148
21445,73212148,Manhattan,Harlem,Private room,105,3,11,3.79,1,20,6364.318811676438,15
21446,6298986,Manhattan,Washington Heights,Private room,48,14,46,0.62,1,287,6361.260774826793,52
21447,21211868,Brooklyn,Bedford-Stuyvesant,Private room,55,5,1,0.02,1,0,6376.773942284422,1478
21448,219517861,Manhattan,Financial District,Entire home/apt,228,2,1,0.46,327,353,6376.4573713916125,64
21449,7799229,Brooklyn,Williamsburg,Entire home/apt,207,2,28,3.08,2,271,6374.193024147577,25
21450,44269461,Manhattan,Upper West Side,Private room,50,1,1,0.03,1,0,6365.377403524618,1123
21451,3541525,Brooklyn,Bushwick,Private room,84,2,138,1.69,1,225,6374.609601900048,6
21452,61330869,Brooklyn,Williamsburg,Private room,95,1,6,0.62,1,0,6375.082072877064,64
21453,52484523,Brooklyn,Bushwick,Private room,100,3,4,0.59,1,0,6374.485436650635,43
21454,24175837,Manhattan,Kips Bay,Private room,81,4,6,0.39,2,0,6371.590454788744,203
21455,175694,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,0,1.3770742181764792,1,0,6375.652014720738,6762
21456,6707119,Manhattan,Harlem,Entire home/apt,150,1,1,0.02,1,0,6364.1656176822435,1651
21457,21430239,Manhattan,East Village,Private room,119,1,134,3.15,1,0,6373.623826235873,371
21458,194843581,Manhattan,Upper West Side,Private room,79,1,49,4.16,4,1,6365.4119867681,4
21459,124554019,Brooklyn,Crown Heights,Private room,57,1,32,1.38,2,95,6378.0774020461695,11
21460,13406868,Brooklyn,Bedford-Stuyvesant,Private room,45,4,1,0.03,1,0,6377.279405033716,1149
21461,310670,Bronx,Eastchester,Private room,75,2,37,0.73,13,364,6353.577252377537,22
21462,205031545,Manhattan,Midtown,Entire home/apt,737,3,2,0.42,49,216,6370.244151861812,49
21463,37138042,Manhattan,Washington Heights,Private room,80,3,112,2.29,1,144,6361.100146802399,17
21464,108576923,Manhattan,Upper East Side,Private room,150,1,0,1.3770742181764792,1,177,6368.358395015781,6762
21465,264758587,Brooklyn,Williamsburg,Entire home/apt,500,3,3,2.37,1,353,6373.763249416175,22
21466,37310365,Brooklyn,Gowanus,Entire home/apt,185,3,93,2.58,1,77,6378.91487314624,15
21467,55829442,Queens,Kew Gardens Hills,Entire home/apt,40,10,4,0.11,1,0,6369.177400778071,1085
21468,26789852,Queens,Long Island City,Private room,50,4,125,4.29,2,11,6369.34678973195,14
21469,208955733,Brooklyn,East Flatbush,Private room,80,1,77,7.0,4,345,6379.585618057705,7
21470,84607966,Queens,Sunnyside,Private room,45,1,134,3.93,3,308,6370.7547912087875,7
21471,7370191,Brooklyn,Bushwick,Private room,51,2,4,0.15,1,0,6375.878073787238,399
21472,1524825,Manhattan,Tribeca,Entire home/apt,1000,7,0,1.3770742181764792,1,178,6374.751295137094,6762
21473,3579116,Manhattan,West Village,Private room,140,3,64,1.29,2,5,6373.528132178402,18
21474,15723130,Brooklyn,Williamsburg,Entire home/apt,150,3,8,0.35,1,9,6373.932711731583,36
21475,260821048,Queens,Ridgewood,Private room,48,1,20,10.17,2,258,6373.841891033384,2
21476,24260658,Manhattan,East Harlem,Private room,70,2,32,0.64,5,63,6365.189598464304,14
21477,260846055,Manhattan,Gramercy,Entire home/apt,325,2,0,1.3770742181764792,1,194,6372.946381581352,6762
21478,11010011,Brooklyn,Bushwick,Entire home/apt,130,5,9,0.18,1,0,6374.1131823315945,742
21479,117365574,Manhattan,Chelsea,Private room,85,1,1,1.0,5,261,6371.5572226749255,16
21480,94646666,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,1,7,0.93,1,0,6379.794257591352,23
21481,4323625,Manhattan,Chelsea,Private room,179,2,251,3.15,1,157,6371.326429359021,5
